Plot,Sample #,Year,Genotype,Replicate,Derivation,Barcode,Date,RNAlater,Time,Temp. in C,Additional Notes:,info about qPCR at ARQ
201,1268,2016,PH207xMo010,D,2015_9x10,201_D_1268,6/11/16,No,1:00-3:00 PM,30-34 C,,
201,1269,2016,PH207xMo010,A,2015_9x10,201_A_1269,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
201,1270,2016,PH207xMo010,B,2015_9x10,201_B_1270,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
201,1271,2016,PH207xMo010,C,2015_9x10,201_C_1271,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
201,1272,2016,PH207xMo010,D,2015_9x10,201_D_1272,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
201,1273,2016,PH207xMo010,A,2015_9x10,201_A_1273,6/21/16,No,1:00-1:30PM,29-31 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
201,1274,2016,PH207xMo010,B,2015_9x10,201_B_1274,6/21/16,No,1:00-1:30PM,29-31 C,,
201,1275,2016,PH207xMo010,C,2015_9x10,201_C_1275,6/21/16,No,1:00-1:30PM,29-31 C,,
201,1276,2016,PH207xMo010,D,2015_9x10,201_D_1276,6/21/16,No,1:00-1:30PM,29-31 C,,
202,1277,2016,PH207xMo012,A,2015_12x11,202_A_1277,6/11/16,No,1:00-3:00 PM,30-34 C,,
202,1278,2016,PH207xMo012,B,2015_12x11,202_B_1278,6/11/16,No,1:00-3:00 PM,30-34 C,,
202,1279,2016,PH207xMo012,C,2015_12x11,202_C_1279,6/11/16,No,1:00-3:00 PM,30-34 C,,
202,1280,2016,PH207xMo012,D,2015_12x11,202_D_1280,6/11/16,No,1:00-3:00 PM,30-34 C,,
202,1281,2016,PH207xMo012,A,2015_12x11,202_A_1281,6/16/16,Yes,1:00-2:30 PM,32-34 C,202 is really PH207xMo007 (200),
202,1282,2016,PH207xMo012,B,2015_12x11,202_B_1282,6/16/16,Yes,1:00-2:30 PM,32-34 C,203 is really PH207xMo007 (200),
202,1283,2016,PH207xMo012,C,2015_12x11,202_C_1283,6/16/16,Yes,1:00-2:30 PM,32-34 C,204 is really PH207xMo007 (200),
202,1284,2016,PH207xMo012,D,2015_12x11,202_D_1284,6/16/16,Yes,1:00-2:30 PM,32-34 C,205 is really PH207xMo007 (200),
202,1285,2016,PH207xMo012,A,2015_12x11,202_A_1285,6/21/16,No,1:00-1:30PM,29-31 C,,
202,1286,2016,PH207xMo012,B,2015_12x11,202_B_1286,6/21/16,No,1:00-1:30PM,29-31 C,,
202,1287,2016,PH207xMo012,C,2015_12x11,202_C_1287,6/21/16,No,1:00-1:30PM,29-31 C,,
202,1288,2016,PH207xMo012,D,2015_12x11,202_D_1288,6/21/16,No,1:00-1:30PM,29-31 C,,
203,1289,2016,PH207xMo014,A,2015_13x14,203_A_1289,6/11/16,No,1:00-3:00 PM,30-34 C,,
203,1290,2016,PH207xMo014,B,2015_13x14,203_B_1290,6/11/16,No,1:00-3:00 PM,30-34 C,,
203,1291,2016,PH207xMo014,C,2015_13x14,203_C_1291,6/11/16,No,1:00-3:00 PM,30-34 C,,
203,1292,2016,PH207xMo014,D,2015_13x14,203_D_1292,6/11/16,No,1:00-3:00 PM,30-34 C,,
203,1293,2016,PH207xMo014,A,2015_13x14,203_A_1293,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
203,1294,2016,PH207xMo014,B,2015_13x14,203_B_1294,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
203,1295,2016,PH207xMo014,C,2015_13x14,203_C_1295,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
203,1296,2016,PH207xMo014,D,2015_13x14,203_D_1296,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
203,1297,2016,PH207xMo014,A,2015_13x14,203_A_1297,6/21/16,No,1:00-1:30PM,29-31 C,,
203,1298,2016,PH207xMo014,B,2015_13x14,203_B_1298,6/21/16,No,1:00-1:30PM,29-31 C,,
203,1299,2016,PH207xMo014,C,2015_13x14,203_C_1299,6/21/16,No,1:00-1:30PM,29-31 C,,
203,1300,2016,PH207xMo014,D,2015_13x14,203_D_1300,6/21/16,No,1:00-1:30PM,29-31 C,,
204,1301,2016,PH207xMo015,A,2015_16x15,204_A_1301,6/11/16,No,1:00-3:00 PM,30-34 C,,
204,1302,2016,PH207xMo015,B,2015_16x15,204_B_1302,6/11/16,No,1:00-3:00 PM,30-34 C,,
204,1303,2016,PH207xMo015,C,2015_16x15,204_C_1303,6/11/16,No,1:00-3:00 PM,30-34 C,,
204,1304,2016,PH207xMo015,D,2015_16x15,204_D_1304,6/11/16,No,1:00-3:00 PM,30-34 C,,
204,1305,2016,PH207xMo015,A,2015_16x15,204_A_1305,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
204,1306,2016,PH207xMo015,B,2015_16x15,204_B_1306,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
204,1307,2016,PH207xMo015,C,2015_16x15,204_C_1307,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
204,1308,2016,PH207xMo015,D,2015_16x15,204_D_1308,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
204,1309,2016,PH207xMo015,A,2015_16x15,204_A_1309,6/21/16,No,1:00-1:30PM,29-31 C,,
204,1310,2016,PH207xMo015,B,2015_16x15,204_B_1310,6/21/16,No,1:00-1:30PM,29-31 C,,
204,1311,2016,PH207xMo015,C,2015_16x15,204_C_1311,6/21/16,No,1:00-1:30PM,29-31 C,,
204,1312,2016,PH207xMo015,D,2015_16x15,204_D_1312,6/21/16,No,1:00-1:30PM,29-31 C,,
205,1313,2016,PH207xMo016,A,2015_17x18,205_A_1313,6/11/16,No,1:00-3:00 PM,30-34 C,,
205,1314,2016,PH207xMo016,B,2015_17x18,205_B_1314,6/11/16,No,1:00-3:00 PM,30-34 C,,
205,1315,2016,PH207xMo016,C,2015_17x18,205_C_1315,6/11/16,No,1:00-3:00 PM,30-34 C,,
205,1316,2016,PH207xMo016,D,2015_17x18,205_D_1316,6/11/16,No,1:00-3:00 PM,30-34 C,,
205,1317,2016,PH207xMo016,A,2015_17x18,205_A_1317,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
205,1318,2016,PH207xMo016,B,2015_17x18,205_B_1318,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
205,1319,2016,PH207xMo016,C,2015_17x18,205_C_1319,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
205,1320,2016,PH207xMo016,D,2015_17x18,205_D_1320,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
205,1321,2016,PH207xMo016,A,2015_17x18,205_A_1321,6/21/16,No,1:00-1:30PM,29-31 C,,
205,1322,2016,PH207xMo016,B,2015_17x18,205_B_1322,6/21/16,No,1:00-1:30PM,29-31 C,,
205,1323,2016,PH207xMo016,C,2015_17x18,205_C_1323,6/21/16,No,1:00-1:30PM,29-31 C,,
205,1324,2016,PH207xMo016,D,2015_17x18,205_D_1324,6/21/16,No,1:00-1:30PM,29-31 C,,
206,1325,2016,PH207xMo017,A,2015_20x19,206_A_1325,6/11/16,No,1:00-3:00 PM,30-34 C,,
206,1326,2016,PH207xMo017,B,2015_20x19,206_B_1326,6/11/16,No,1:00-3:00 PM,30-34 C,,
206,1327,2016,PH207xMo017,C,2015_20x19,206_C_1327,6/11/16,No,1:00-3:00 PM,30-34 C,,
206,1328,2016,PH207xMo017,D,2015_20x19,206_D_1328,6/11/16,No,1:00-3:00 PM,30-34 C,,
206,1329,2016,PH207xMo017,A,2015_20x19,206_A_1329,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
206,1330,2016,PH207xMo017,B,2015_20x19,206_B_1330,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
206,1331,2016,PH207xMo017,C,2015_20x19,206_C_1331,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
206,1332,2016,PH207xMo017,D,2015_20x19,206_D_1332,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
206,1333,2016,PH207xMo017,A,2015_20x19,206_A_1333,6/21/16,No,1:00-1:30PM,29-31 C,,
206,1334,2016,PH207xMo017,B,2015_20x19,206_B_1334,6/21/16,No,1:00-1:30PM,29-31 C,,
206,1335,2016,PH207xMo017,C,2015_20x19,206_C_1335,6/21/16,No,1:00-1:30PM,29-31 C,,
206,1336,2016,PH207xMo017,D,2015_20x19,206_D_1336,6/21/16,No,1:00-1:30PM,29-31 C,,
207,1337,2016,PH207XMo021,A,2015_21x22,207_A_1337,6/11/16,No,1:00-3:00 PM,30-34 C,,
207,1338,2016,PH207XMo021,B,2015_21x22,207_B_1338,6/11/16,No,1:00-3:00 PM,30-34 C,,
207,1339,2016,PH207XMo021,C,2015_21x22,207_C_1339,6/11/16,No,1:00-3:00 PM,30-34 C,,
207,1340,2016,PH207XMo021,D,2015_21x22,207_D_1340,6/11/16,No,1:00-3:00 PM,30-34 C,,
207,1341,2016,PH207XMo021,A,2015_21x22,207_A_1341,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
207,1342,2016,PH207XMo021,B,2015_21x22,207_B_1342,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
207,1343,2016,PH207XMo021,C,2015_21x22,207_C_1343,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
207,1344,2016,PH207XMo021,D,2015_21x22,207_D_1344,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
207,1345,2016,PH207XMo021,A,2015_21x22,207_A_1345,6/21/16,No,1:00-1:30PM,29-31 C,,
207,1346,2016,PH207XMo021,B,2015_21x22,207_B_1346,6/21/16,No,1:00-1:30PM,29-31 C,,
207,1347,2016,PH207XMo021,C,2015_21x22,207_C_1347,6/21/16,No,1:00-1:30PM,29-31 C,,
207,1348,2016,PH207XMo021,D,2015_21x22,207_D_1348,6/21/16,No,1:00-1:30PM,29-31 C,,
208,1349,2016,PH207xMo023,A,2015_25x26,208_A_1349,6/11/16,No,1:00-3:00 PM,30-34 C,,
208,1350,2016,PH207xMo023,B,2015_25x26,208_B_1350,6/11/16,No,1:00-3:00 PM,30-34 C,,
208,1351,2016,PH207xMo023,C,2015_25x26,208_C_1351,6/11/16,No,1:00-3:00 PM,30-34 C,,
208,1352,2016,PH207xMo023,D,2015_25x26,208_D_1352,6/11/16,No,1:00-3:00 PM,30-34 C,,
208,1353,2016,PH207xMo023,A,2015_25x26,208_A_1353,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
208,1354,2016,PH207xMo023,B,2015_25x26,208_B_1354,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
208,1355,2016,PH207xMo023,C,2015_25x26,208_C_1355,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
208,1356,2016,PH207xMo023,D,2015_25x26,208_D_1356,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
208,1357,2016,PH207xMo023,A,2015_25x26,208_A_1357,6/21/16,No,1:00-1:30PM,29-31 C,,
208,1358,2016,PH207xMo023,B,2015_25x26,208_B_1358,6/21/16,No,1:00-1:30PM,29-31 C,,
208,1359,2016,PH207xMo023,C,2015_25x26,208_C_1359,6/21/16,No,1:00-1:30PM,29-31 C,,
208,1360,2016,PH207xMo023,D,2015_25x26,208_D_1360,6/21/16,No,1:00-1:30PM,29-31 C,,
209,1361,2016,PH207xMo025,A,2015_29x30,209_A_1361,6/11/16,No,1:00-3:00 PM,30-34 C,,
209,1362,2016,PH207xMo025,B,2015_29x30,209_B_1362,6/11/16,No,1:00-3:00 PM,30-34 C,,
209,1363,2016,PH207xMo025,C,2015_29x30,209_C_1363,6/11/16,No,1:00-3:00 PM,30-34 C,,
209,1364,2016,PH207xMo025,D,2015_29x30,209_D_1364,6/11/16,No,1:00-3:00 PM,30-34 C,,
209,1365,2016,PH207xMo025,A,2015_29x30,209_A_1365,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
209,1366,2016,PH207xMo025,B,2015_29x30,209_B_1366,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
209,1367,2016,PH207xMo025,C,2015_29x30,209_C_1367,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
209,1368,2016,PH207xMo025,D,2015_29x30,209_D_1368,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
209,1369,2016,PH207xMo025,A,2015_29x30,209_A_1369,6/21/16,No,1:00-1:30PM,29-31 C,,
209,1370,2016,PH207xMo025,B,2015_29x30,209_B_1370,6/21/16,No,1:00-1:30PM,29-31 C,,
209,1371,2016,PH207xMo025,C,2015_29x30,209_C_1371,6/21/16,No,1:00-1:30PM,29-31 C,,
209,1372,2016,PH207xMo025,D,2015_29x30,209_D_1372,6/21/16,No,1:00-1:30PM,29-31 C,,
210,1373,2016,PH207xMo027,A,2015_32x31,210_A_1373,6/11/16,No,1:00-3:00 PM,30-34 C,,
210,1374,2016,PH207xMo027,B,2015_32x31,210_B_1374,6/11/16,No,1:00-3:00 PM,30-34 C,,
210,1375,2016,PH207xMo027,C,2015_32x31,210_C_1375,6/11/16,No,1:00-3:00 PM,30-34 C,,
210,1376,2016,PH207xMo027,D,2015_32x31,210_D_1376,6/11/16,No,1:00-3:00 PM,30-34 C,,
210,1377,2016,PH207xMo027,A,2015_32x31,210_A_1377,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
210,1378,2016,PH207xMo027,B,2015_32x31,210_B_1378,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
210,1379,2016,PH207xMo027,C,2015_32x31,210_C_1379,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
210,1380,2016,PH207xMo027,D,2015_32x31,210_D_1380,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
210,1381,2016,PH207xMo027,A,2015_32x31,210_A_1381,6/21/16,No,1:00-1:30PM,29-31 C,,
210,1382,2016,PH207xMo027,B,2015_32x31,210_B_1382,6/21/16,No,1:00-1:30PM,29-31 C,,
210,1383,2016,PH207xMo027,C,2015_32x31,210_C_1383,6/21/16,No,1:00-1:30PM,29-31 C,,
210,1384,2016,PH207xMo027,D,2015_32x31,210_D_1384,6/21/16,No,1:00-1:30PM,29-31 C,,
211,1385,2016,PH207xMo028,A,2015_33x34,211_A_1385,6/11/16,No,1:00-3:00 PM,30-34 C,,
211,1386,2016,PH207xMo028,B,2015_33x34,211_B_1386,6/11/16,No,1:00-3:00 PM,30-34 C,,
211,1387,2016,PH207xMo028,C,2015_33x34,211_C_1387,6/11/16,No,1:00-3:00 PM,30-34 C,,
211,1388,2016,PH207xMo028,D,2015_33x34,211_D_1388,6/11/16,No,1:00-3:00 PM,30-34 C,,
211,1389,2016,PH207xMo028,A,2015_33x34,211_A_1389,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
211,1390,2016,PH207xMo028,B,2015_33x34,211_B_1390,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
211,1391,2016,PH207xMo028,C,2015_33x34,211_C_1391,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
211,1392,2016,PH207xMo028,D,2015_33x34,211_D_1392,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
211,1393,2016,PH207xMo028,A,2015_33x34,211_A_1393,6/21/16,No,1:00-1:30PM,29-31 C,,
211,1394,2016,PH207xMo028,B,2015_33x34,211_B_1394,6/21/16,No,1:00-1:30PM,29-31 C,,
211,1395,2016,PH207xMo028,C,2015_33x34,211_C_1395,6/21/16,No,1:00-1:30PM,29-31 C,,
211,1396,2016,PH207xMo028,D,2015_33x34,211_D_1396,6/21/16,No,1:00-1:30PM,29-31 C,,
212,1397,2016,PH207xMo029,A,2015_36x35,212_A_1397,6/11/16,No,1:00-3:00 PM,30-34 C,,
212,1398,2016,PH207xMo029,B,2015_36x35,212_B_1398,6/11/16,No,1:00-3:00 PM,30-34 C,,
212,1399,2016,PH207xMo029,C,2015_36x35,212_C_1399,6/11/16,No,1:00-3:00 PM,30-34 C,,
212,1400,2016,PH207xMo029,D,2015_36x35,212_D_1400,6/11/16,No,1:00-3:00 PM,30-34 C,,
212,1401,2016,PH207xMo029,A,2015_36x35,212_A_1401,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
212,1402,2016,PH207xMo029,B,2015_36x35,212_B_1402,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
212,1403,2016,PH207xMo029,C,2015_36x35,212_C_1403,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
212,1404,2016,PH207xMo029,D,2015_36x35,212_D_1404,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
212,1405,2016,PH207xMo029,A,2015_36x35,212_A_1405,6/21/16,No,1:00-1:30PM,29-31 C,,
212,1406,2016,PH207xMo029,B,2015_36x35,212_B_1406,6/21/16,No,1:00-1:30PM,29-31 C,,
212,1407,2016,PH207xMo029,C,2015_36x35,212_C_1407,6/21/16,No,1:00-1:30PM,29-31 C,,
212,1408,2016,PH207xMo029,D,2015_36x35,212_D_1408,6/21/16,No,1:00-1:30PM,29-31 C,,
213,1409,2016,PH207xMo031,A,2015_40x39,213_A_1409,6/11/16,No,1:00-3:00 PM,30-34 C,,
213,1410,2016,PH207xMo031,B,2015_40x39,213_B_1410,6/11/16,No,1:00-3:00 PM,30-34 C,,
213,1411,2016,PH207xMo031,C,2015_40x39,213_C_1411,6/11/16,No,1:00-3:00 PM,30-34 C,,
213,1412,2016,PH207xMo031,D,2015_40x39,213_D_1412,6/11/16,No,1:00-3:00 PM,30-34 C,,
213,1413,2016,PH207xMo031,A,2015_40x39,213_A_1413,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
213,1414,2016,PH207xMo031,B,2015_40x39,213_B_1414,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
213,1415,2016,PH207xMo031,C,2015_40x39,213_C_1415,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
213,1416,2016,PH207xMo031,D,2015_40x39,213_D_1416,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
213,1417,2016,PH207xMo031,A,2015_40x39,213_A_1417,6/21/16,No,1:00-1:30PM,29-31 C,,
213,1418,2016,PH207xMo031,B,2015_40x39,213_B_1418,6/21/16,No,1:00-1:30PM,29-31 C,,
213,1419,2016,PH207xMo031,C,2015_40x39,213_C_1419,6/21/16,No,1:00-1:30PM,29-31 C,,
213,1420,2016,PH207xMo031,D,2015_40x39,213_D_1420,6/21/16,No,1:00-1:30PM,29-31 C,,
214,1421,2016,PH207xMo034,A,2015_45x46,214_A_1421,6/11/16,No,1:00-3:00 PM,30-34 C,,
214,1422,2016,PH207xMo034,B,2015_45x46,214_B_1422,6/11/16,No,1:00-3:00 PM,30-34 C,,
214,1423,2016,PH207xMo034,C,2015_45x46,214_C_1423,6/11/16,No,1:00-3:00 PM,30-34 C,,
214,1424,2016,PH207xMo034,D,2015_45x46,214_D_1424,6/11/16,No,1:00-3:00 PM,30-34 C,,
214,1425,2016,PH207xMo034,A,2015_45x46,214_A_1425,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
214,1426,2016,PH207xMo034,B,2015_45x46,214_B_1426,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
214,1427,2016,PH207xMo034,C,2015_45x46,214_C_1427,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
214,1428,2016,PH207xMo034,D,2015_45x46,214_D_1428,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
214,1429,2016,PH207xMo034,A,2015_45x46,214_A_1429,6/21/16,No,1:00-1:30PM,29-31 C,,
214,1430,2016,PH207xMo034,B,2015_45x46,214_B_1430,6/21/16,No,1:00-1:30PM,29-31 C,,
214,1431,2016,PH207xMo034,C,2015_45x46,214_C_1431,6/21/16,No,1:00-1:30PM,29-31 C,,
214,1432,2016,PH207xMo034,D,2015_45x46,214_D_1432,6/21/16,No,1:00-1:30PM,29-31 C,,
215,1433,2016,PH207xMo035,A,2015_48x47,215_A_1433,6/11/16,No,1:00-3:00 PM,30-34 C,,
215,1434,2016,PH207xMo035,B,2015_48x47,215_B_1434,6/11/16,No,1:00-3:00 PM,30-34 C,,
215,1435,2016,PH207xMo035,C,2015_48x47,215_C_1435,6/11/16,No,1:00-3:00 PM,30-34 C,,
215,1436,2016,PH207xMo035,D,2015_48x47,215_D_1436,6/11/16,No,1:00-3:00 PM,30-34 C,,
215,1437,2016,PH207xMo035,A,2015_48x47,215_A_1437,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
215,1438,2016,PH207xMo035,B,2015_48x47,215_B_1438,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
215,1439,2016,PH207xMo035,C,2015_48x47,215_C_1439,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
215,1440,2016,PH207xMo035,D,2015_48x47,215_D_1440,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
215,1441,2016,PH207xMo035,A,2015_48x47,215_A_1441,6/21/16,No,1:00-1:30PM,29-31 C,,
215,1442,2016,PH207xMo035,B,2015_48x47,215_B_1442,6/21/16,No,1:00-1:30PM,29-31 C,,
215,1443,2016,PH207xMo035,C,2015_48x47,215_C_1443,6/21/16,No,1:00-1:30PM,29-31 C,,
215,1444,2016,PH207xMo035,D,2015_48x47,215_D_1444,6/21/16,No,1:00-1:30PM,29-31 C,,
216,1445,2016,PH207xMo039,A,2015_49x50,216_A_1445,6/11/16,No,1:00-3:00 PM,30-34 C,,
216,1446,2016,PH207xMo039,B,2015_49x50,216_B_1446,6/11/16,No,1:00-3:00 PM,30-34 C,,
216,1447,2016,PH207xMo039,C,2015_49x50,216_C_1447,6/11/16,No,1:00-3:00 PM,30-34 C,,
216,1448,2016,PH207xMo039,D,2015_49x50,216_D_1448,6/11/16,No,1:00-3:00 PM,30-34 C,,
216,1449,2016,PH207xMo039,A,2015_49x50,216_A_1449,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
216,1450,2016,PH207xMo039,B,2015_49x50,216_B_1450,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
216,1451,2016,PH207xMo039,C,2015_49x50,216_C_1451,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
216,1452,2016,PH207xMo039,D,2015_49x50,216_D_1452,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
216,1453,2016,PH207xMo039,A,2015_49x50,216_A_1453,6/21/16,No,1:00-1:30PM,29-31 C,,
216,1454,2016,PH207xMo039,B,2015_49x50,216_B_1454,6/21/16,No,1:00-1:30PM,29-31 C,,
216,1455,2016,PH207xMo039,C,2015_49x50,216_C_1455,6/21/16,No,1:00-1:30PM,29-31 C,,
216,1456,2016,PH207xMo039,D,2015_49x50,216_D_1456,6/21/16,No,1:00-1:30PM,29-31 C,,
217,1457,2016,PH207xMo045,A,2015_57x58,217_A_1457,6/11/16,No,1:00-3:00 PM,30-34 C,,
217,1458,2016,PH207xMo045,B,2015_57x58,217_B_1458,6/11/16,No,1:00-3:00 PM,30-34 C,,
217,1459,2016,PH207xMo045,C,2015_57x58,217_C_1459,6/11/16,No,1:00-3:00 PM,30-34 C,,
217,1460,2016,PH207xMo045,D,2015_57x58,217_D_1460,6/11/16,No,1:00-3:00 PM,30-34 C,,
217,1461,2016,PH207xMo045,A,2015_57x58,217_A_1461,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
217,1462,2016,PH207xMo045,B,2015_57x58,217_B_1462,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
217,1463,2016,PH207xMo045,C,2015_57x58,217_C_1463,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
217,1464,2016,PH207xMo045,D,2015_57x58,217_D_1464,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
217,1465,2016,PH207xMo045,A,2015_57x58,217_A_1465,6/21/16,No,1:00-1:30PM,29-31 C,,
217,1466,2016,PH207xMo045,B,2015_57x58,217_B_1466,6/21/16,No,1:00-1:30PM,29-31 C,,
217,1467,2016,PH207xMo045,C,2015_57x58,217_C_1467,6/21/16,No,1:00-1:30PM,29-31 C,,
217,1468,2016,PH207xMo045,D,2015_57x58,217_D_1468,6/21/16,No,1:00-1:30PM,29-31 C,,
218,1469,2016,PH207xMo051,A,2015_64x63,218_A_1469,6/11/16,No,1:00-3:00 PM,30-34 C,,
218,1470,2016,PH207xMo051,B,2015_64x63,218_B_1470,6/11/16,No,1:00-3:00 PM,30-34 C,,
218,1471,2016,PH207xMo051,C,2015_64x63,218_C_1471,6/11/16,No,1:00-3:00 PM,30-34 C,,
218,1472,2016,PH207xMo051,D,2015_64x63,218_D_1472,6/11/16,No,1:00-3:00 PM,30-34 C,,
218,1473,2016,PH207xMo051,A,2015_64x63,218_A_1473,6/16/16,N/A,N/A,32-34 C,Samples not collected ,
218,1474,2016,PH207xMo051,B,2015_64x63,218_B_1474,6/16/16,N/A,N/A,32-34 C,Samples not collected ,
218,1475,2016,PH207xMo051,C,2015_64x63,218_C_1475,6/16/16,N/A,N/A,32-34 C,Samples not collected ,
218,1476,2016,PH207xMo051,D,2015_64x63,218_D_1476,6/16/16,N/A,N/A,32-34 C,Samples not collected ,
218,1477,2016,PH207xMo051,A,2015_64x63,218_A_1477,6/21/16,No,1:00-1:30PM,29-31 C,,
218,1478,2016,PH207xMo051,B,2015_64x63,218_B_1478,6/21/16,No,1:00-1:30PM,29-31 C,,
218,1479,2016,PH207xMo051,C,2015_64x63,218_C_1479,6/21/16,No,1:00-1:30PM,29-31 C,,
218,1480,2016,PH207xMo051,D,2015_64x63,218_D_1480,6/21/16,No,1:00-1:30PM,29-31 C,,
219,1481,2016,PH207xMo052,A,2015_65x66,219_A_1481,6/11/16,No,1:00-3:00 PM,30-34 C,,
219,1482,2016,PH207xMo052,B,2015_65x66,219_B_1482,6/11/16,No,1:00-3:00 PM,30-34 C,,
219,1483,2016,PH207xMo052,C,2015_65x66,219_C_1483,6/11/16,No,1:00-3:00 PM,30-34 C,,
219,1484,2016,PH207xMo052,D,2015_65x66,219_D_1484,6/11/16,No,1:00-3:00 PM,30-34 C,,
219,1485,2016,PH207xMo052,A,2015_65x66,219_A_1485,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
219,1486,2016,PH207xMo052,B,2015_65x66,219_B_1486,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
219,1487,2016,PH207xMo052,C,2015_65x66,219_C_1487,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
219,1488,2016,PH207xMo052,D,2015_65x66,219_D_1488,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
219,1489,2016,PH207xMo052,A,2015_65x66,219_A_1489,6/21/16,No,1:00-1:30PM,29-31 C,,
